Year,Age of Mother Year,Age of Mother Year Code,Births,Fertility Rate,State
2009.0,20 years,20.0,2672.0,131.72944,Arkansas
2009.0,21 years,21.0,2571.0,129.93379,Arkansas
2009.0,22 years,22.0,2710.0,139.15991,Arkansas
2009.0,23 years,23.0,2571.0,134.5721,Arkansas
2009.0,24 years,24.0,2455.0,129.45581,Arkansas
2009.0,25 years,25.0,2428.0,127.45407,Arkansas
2009.0,26 years,26.0,2429.0,127.96333,Arkansas
2009.0,27 years,27.0,2395.0,121.82715,Arkansas
2009.0,28 years,28.0,2238.0,109.99164,Arkansas
2009.0,29 years,29.0,1920.0,99.38403,Arkansas
2009.0,30 years,30.0,1748.0,93.54597,Arkansas
2009.0,31 years,31.0,1507.0,84.51573,Arkansas
2009.0,32 years,32.0,1283.0,73.16795,Arkansas
2009.0,33 years,33.0,1117.0,62.61562,Arkansas
2009.0,34 years,34.0,927.0,53.00475,Arkansas
2009.0,35 years,35.0,728.0,41.23478,Arkansas
2009.0,36 years,36.0,617.0,34.15444,Arkansas
2009.0,37 years,37.0,515.0,28.01197,Arkansas
2009.0,38 years,38.0,377.0,19.26516,Arkansas
2009.0,39 years,39.0,292.0,15.2234,Arkansas
2009.0,40 years,40.0,200.0,10.99082,Arkansas
2009.0,41 years,41.0,113.0,6.28266,Arkansas
2009.0,42 years,42.0,68.0,3.86583,Arkansas
2009.0,43 years,43.0,47.0,2.51808,Arkansas
2009.0,44 years,44.0,25.0,1.26205,Arkansas
2009.0,45 years,45.0,11.0,,Arkansas
2009.0,13 years,13.0,65.0,,California
2009.0,14 years,14.0,477.0,,California
2009.0,15 years,15.0,1983.0,7.42463,California
2009.0,16 years,16.0,4803.0,17.67011,California
2009.0,17 years,17.0,8633.0,31.25769,California
2009.0,18 years,18.0,13420.0,48.14747,California
2009.0,19 years,19.0,18992.0,68.40735,California
2009.0,20 years,20.0,20851.0,79.09461,California
2009.0,21 years,21.0,21847.0,83.32221,California
2009.0,22 years,22.0,22894.0,89.46044,California
2009.0,23 years,23.0,23589.0,91.0238,California
2009.0,24 years,24.0,24824.0,94.48735,California
2009.0,25 years,25.0,26110.0,99.0655,California
2009.0,26 years,26.0,27472.0,104.03066,California
2009.0,27 years,27.0,28536.0,106.03448,California
2009.0,28 years,28.0,29410.0,106.78508,California
2009.0,29 years,29.0,29542.0,111.6714,California
2009.0,30 years,30.0,28312.0,109.10212,California
2009.0,31 years,31.0,27815.0,114.56686,California
2009.0,32 years,32.0,26359.0,105.7469,California
2009.0,33 years,33.0,24330.0,99.28464,California
2009.0,34 years,34.0,22349.0,88.51545,California
2009.0,35 years,35.0,19856.0,80.23404,California
2009.0,36 years,36.0,17565.0,70.28277,California
2009.0,37 years,37.0,14764.0,57.96532,California
2009.0,38 years,38.0,12442.0,46.6106,California
2009.0,39 years,39.0,9880.0,35.15489,California
2009.0,40 years,40.0,7098.0,27.18634,California
2009.0,41 years,41.0,4936.0,19.23399,California
2009.0,42 years,42.0,3201.0,12.7763,California
2009.0,43 years,43.0,1885.0,7.44903,California
2009.0,44 years,44.0,1194.0,4.42832,California
2009.0,45 years,45.0,663.0,,California
2009.0,46 years,46.0,386.0,,California
2009.0,47 years,47.0,214.0,,California
2009.0,48 years,48.0,98.0,,California
2009.0,49 years,49.0,62.0,,California
2009.0,50 years and over,,155.0,,California
2009.0,13 years,13.0,12.0,,Colorado
2009.0,14 years,14.0,59.0,,Colorado
2009.0,15 years,15.0,258.0,8.09895,Colorado
2009.0,16 years,16.0,620.0,18.81982,Colorado
2009.0,17 years,17.0,1096.0,33.16188,Colorado
2009.0,18 years,18.0,1773.0,53.94797,Colorado
2009.0,19 years,19.0,2456.0,72.5897,Colorado
2009.0,20 years,20.0,2741.0,85.2354,Colorado
2009.0,21 years,21.0,2856.0,89.04409,Colorado
2009.0,22 years,22.0,3054.0,93.45451,Colorado
2009.0,23 years,23.0,3256.0,97.16793,Colorado
2009.0,24 years,24.0,3363.0,95.98151,Colorado
2009.0,25 years,25.0,3565.0,102.3396,Colorado
2009.0,26 years,26.0,3684.0,102.78731,Colorado
2009.0,27 years,27.0,3804.0,101.08687,Colorado
2009.0,28 years,28.0,4024.0,116.55997,Colorado
2009.0,29 years,29.0,4038.0,110.83358,Colorado
2009.0,30 years,30.0,3794.0,110.1946,Colorado
2009.0,31 years,31.0,3856.0,112.24312,Colorado
2009.0,32 years,32.0,3515.0,105.02883,Colorado
2009.0,33 years,33.0,3107.0,96.76113,Colorado
2009.0,34 years,34.0,2763.0,79.91785,Colorado
2009.0,35 years,35.0,2447.0,75.81015,Colorado
2009.0,36 years,36.0,2117.0,63.72283,Colorado
2009.0,37 years,37.0,1680.0,48.76633,Colorado
2009.0,38 years,38.0,1473.0,41.29636,Colorado
2009.0,39 years,39.0,1171.0,31.17761,Colorado
2009.0,40 years,40.0,771.0,22.57554,Colorado
2009.0,41 years,41.0,521.0,15.44115,Colorado
2009.0,42 years,42.0,312.0,9.62547,Colorado
2009.0,43 years,43.0,198.0,5.96835,Colorado
2009.0,44 years,44.0,102.0,2.85227,Colorado
2009.0,45 years,45.0,64.0,,Colorado
2009.0,46 years,46.0,33.0,,Colorado
2009.0,47 years,47.0,20.0,,Colorado
2009.0,14 years,14.0,17.0,,Connecticut
2009.0,15 years,15.0,102.0,4.14415,Connecticut
2009.0,16 years,16.0,221.0,8.84708,Connecticut
2009.0,17 years,17.0,442.0,17.71756,Connecticut
2009.0,18 years,18.0,733.0,30.3256,Connecticut
2009.0,19 years,19.0,1107.0,45.49377,Connecticut
2009.0,20 years,20.0,1204.0,52.80702,Connecticut
2009.0,21 years,21.0,1319.0,59.17186,Connecticut
2009.0,22 years,22.0,1400.0,64.94109,Connecticut
2009.0,23 years,23.0,1466.0,69.01097,Connecticut
2009.0,24 years,24.0,1448.0,67.26437,Connecticut
2009.0,25 years,25.0,1588.0,80.36844,Connecticut
2009.0,26 years,26.0,1771.0,79.5026,Connecticut
2009.0,27 years,27.0,2009.0,99.93533,Connecticut
2009.0,28 years,28.0,2166.0,101.20077,Connecticut
2009.0,29 years,29.0,2358.0,115.04123,Connecticut
2009.0,30 years,30.0,2435.0,112.38289,Connecticut
2009.0,31 years,31.0,2356.0,117.56487,Connecticut
2009.0,32 years,32.0,2303.0,109.45817,Connecticut
2009.0,33 years,33.0,2097.0,103.58113,Connecticut
2009.0,34 years,34.0,1998.0,96.24277,Connecticut
2009.0,35 years,35.0,1737.0,85.28083,Connecticut
2009.0,36 years,36.0,1512.0,68.73977,Connecticut
2009.0,37 years,37.0,1290.0,54.8726,Connecticut
2009.0,38 years,38.0,1143.0,45.53059,Connecticut
2009.0,39 years,39.0,866.0,31.9145,Connecticut
2009.0,40 years,40.0,674.0,26.01111,Connecticut
2009.0,41 years,41.0,430.0,16.49848,Connecticut
2009.0,42 years,42.0,269.0,10.12839,Connecticut
2009.0,43 years,43.0,182.0,6.44773,Connecticut
2009.0,44 years,44.0,98.0,3.28815,Connecticut
2009.0,45 years,45.0,65.0,,Connecticut
2009.0,46 years,46.0,37.0,,Connecticut
2009.0,47 years,47.0,20.0,,Connecticut
2009.0,48 years,48.0,10.0,,Connecticut
2009.0,50 years and over,,11.0,,Connecticut
2009.0,14 years,14.0,11.0,,Delaware
2009.0,15 years,15.0,38.0,6.4769,Delaware
2009.0,16 years,16.0,96.0,15.39695,Delaware
2009.0,17 years,17.0,184.0,30.77952,Delaware
2009.0,18 years,18.0,328.0,46.77695,Delaware
2009.0,19 years,19.0,435.0,60.49228,Delaware
2009.0,20 years,20.0,516.0,76.71722,Delaware
2009.0,21 years,21.0,549.0,82.33353,Delaware
2009.0,22 years,22.0,591.0,100.87046,Delaware
2009.0,23 years,23.0,591.0,104.67588,Delaware
2009.0,24 years,24.0,620.0,107.08117,Delaware
2009.0,25 years,25.0,632.0,113.66906,Delaware
2009.0,26 years,26.0,652.0,113.47024,Delaware
2009.0,27 years,27.0,690.0,121.18019,Delaware
2009.0,28 years,28.0,705.0,112.01144,Delaware
2009.0,29 years,29.0,649.0,117.38108,Delaware
2009.0,30 years,30.0,649.0,101.50141,Delaware
2009.0,31 years,31.0,628.0,122.6323,Delaware
2009.0,32 years,32.0,534.0,101.07893,Delaware
2009.0,33 years,33.0,429.0,83.09123,Delaware
2009.0,34 years,34.0,434.0,81.9796,Delaware
2009.0,35 years,35.0,323.0,60.6345,Delaware
2009.0,36 years,36.0,310.0,57.95476,Delaware
2009.0,37 years,37.0,270.0,47.59387,Delaware
2009.0,38 years,38.0,204.0,32.72377,Delaware
2009.0,39 years,39.0,177.0,27.85208,Delaware
2009.0,40 years,40.0,110.0,18.67255,Delaware
2009.0,41 years,41.0,69.0,10.89187,Delaware
2009.0,42 years,42.0,51.0,8.24842,Delaware
2009.0,43 years,43.0,28.0,4.28135,Delaware
2009.0,44 years,44.0,21.0,3.14701,Delaware
2009.0,45 years,45.0,15.0,,Delaware
2009.0,14 years,14.0,20.0,,District of Columbia
2009.0,15 years,15.0,47.0,16.68442,District of Columbia
2009.0,16 years,16.0,116.0,39.16273,District of Columbia
2009.0,17 years,17.0,202.0,69.7273,District of Columbia
2009.0,18 years,18.0,307.0,58.24322,District of Columbia
2009.0,19 years,19.0,362.0,48.95862,District of Columbia
2009.0,20 years,20.0,397.0,64.85868,District of Columbia
2009.0,21 years,21.0,380.0,60.74169,District of Columbia
2009.0,22 years,22.0,335.0,49.34453,District of Columbia
2009.0,23 years,23.0,369.0,51.19312,District of Columbia
2009.0,24 years,24.0,357.0,47.53029,District of Columbia
2009.0,25 years,25.0,375.0,49.94007,District of Columbia
2009.0,26 years,26.0,427.0,61.24498,District of Columbia
2009.0,27 years,27.0,420.0,56.55804,District of Columbia
2009.0,28 years,28.0,410.0,59.76676,District of Columbia
2009.0,29 years,29.0,413.0,66.50564,District of Columbia
2009.0,30 years,30.0,445.0,71.37129,District of Columbia
2009.0,31 years,31.0,475.0,80.31789,District of Columbia
2009.0,32 years,32.0,459.0,90.26549,District of Columbia
2009.0,33 years,33.0,424.0,80.28782,District of Columbia
2009.0,34 years,34.0,437.0,89.67782,District of Columbia
2009.0,35 years,35.0,387.0,93.63658,District of Columbia
2009.0,36 years,36.0,340.0,75.08834,District of Columbia
2009.0,37 years,37.0,263.0,65.537,District of Columbia
2009.0,38 years,38.0,278.0,63.74685,District of Columbia
2009.0,39 years,39.0,209.0,45.92397,District of Columbia
2009.0,40 years,40.0,149.0,42.8284,District of Columbia
2009.0,41 years,41.0,88.0,22.48339,District of Columbia
2009.0,42 years,42.0,53.0,15.602,District of Columbia
2009.0,43 years,43.0,39.0,10.53769,District of Columbia
2009.0,44 years,44.0,14.0,3.76749,District of Columbia
2009.0,45 years,45.0,16.0,,District of Columbia
2009.0,46 years,46.0,10.0,,District of Columbia
2009.0,13 years,13.0,42.0,,Florida
2009.0,14 years,14.0,213.0,,Florida
2009.0,15 years,15.0,804.0,6.98796,Florida
2009.0,16 years,16.0,1899.0,16.31093,Florida
2009.0,17 years,17.0,3612.0,30.45557,Florida
2009.0,18 years,18.0,6353.0,50.98102,Florida
2009.0,19 years,19.0,9353.0,73.73915,Florida
2009.0,20 years,20.0,10689.0,87.87911,Florida
2009.0,21 years,21.0,10959.0,91.47288,Florida
2009.0,22 years,22.0,11495.0,98.27726,Florida
2009.0,23 years,23.0,11480.0,97.62486,Florida
2009.0,24 years,24.0,11745.0,100.25694,Florida
2009.0,25 years,25.0,11911.0,100.36147,Florida
2009.0,26 years,26.0,12485.0,109.43019,Florida
2009.0,27 years,27.0,12519.0,105.24148,Florida
2009.0,28 years,28.0,12574.0,105.21119,Florida
2009.0,29 years,29.0,12293.0,108.37425,Florida
2009.0,30 years,30.0,11311.0,102.30459,Florida
2009.0,31 years,31.0,10769.0,100.52085,Florida
2009.0,32 years,32.0,9784.0,88.95031,Florida
2009.0,33 years,33.0,8722.0,82.12729,Florida
2009.0,34 years,34.0,8035.0,72.44286,Florida
2009.0,35 years,35.0,7010.0,63.89398,Florida
2009.0,36 years,36.0,6174.0,53.95485,Florida
2009.0,37 years,37.0,5159.0,42.52951,Florida
2009.0,38 years,38.0,4267.0,33.43415,Florida
2009.0,39 years,39.0,3265.0,25.30615,Florida
2009.0,40 years,40.0,2370.0,19.42973,Florida
2009.0,41 years,41.0,1571.0,12.87673,Florida
2009.0,42 years,42.0,1045.0,8.45962,Florida
2009.0,43 years,43.0,679.0,5.22175,Florida
2009.0,44 years,44.0,368.0,2.68147,Florida
2009.0,45 years,45.0,211.0,,Florida
2009.0,46 years,46.0,107.0,,Florida
2009.0,47 years,47.0,51.0,,Florida
2009.0,48 years,48.0,32.0,,Florida
2009.0,50 years and over,,25.0,,Florida
2009.0,10-12 years,,12.0,,Georgia
2009.0,13 years,13.0,31.0,,Georgia
2009.0,14 years,14.0,171.0,,Georgia
2009.0,15 years,15.0,648.0,9.6453,Georgia
2009.0,16 years,16.0,1481.0,21.33483,Georgia
2009.0,17 years,17.0,2725.0,39.58914,Georgia
2009.0,18 years,18.0,4803.0,67.89364,Georgia
2009.0,19 years,19.0,6688.0,93.55809,Georgia
2009.0,20 years,20.0,7281.0,106.98071,Georgia
2009.0,21 years,21.0,7458.0,111.94668,Georgia
2009.0,22 years,22.0,7652.0,117.37096,Georgia
2009.0,23 years,23.0,7545.0,114.99771,Georgia
2009.0,24 years,24.0,7649.0,115.62939,Georgia
2009.0,25 years,25.0,7545.0,112.74319,Georgia
2009.0,26 years,26.0,7830.0,117.73197,Georgia
2009.0,27 years,27.0,7917.0,112.53891,Georgia
2009.0,28 years,28.0,7940.0,112.79851,Georgia
2009.0,29 years,29.0,7691.0,108.97318,Georgia
2009.0,30 years,30.0,7271.0,107.87994,Georgia
2009.0,31 years,31.0,6504.0,98.14099,Georgia
2009.0,32 years,32.0,6127.0,93.02502,Georgia
2009.0,33 years,33.0,5240.0,79.81357,Georgia
2009.0,34 years,34.0,4791.0,71.06832,Georgia
2009.0,35 years,35.0,4212.0,62.57242,Georgia
2009.0,36 years,36.0,3590.0,51.07775,Georgia
2009.0,37 years,37.0,2930.0,40.35868,Georgia
2009.0,38 years,38.0,2463.0,32.16538,Georgia
2009.0,39 years,39.0,1831.0,24.26162,Georgia
2009.0,40 years,40.0,1343.0,18.83009,Georgia
2009.0,41 years,41.0,823.0,11.90407,Georgia
2009.0,42 years,42.0,485.0,6.98636,Georgia
2009.0,43 years,43.0,309.0,4.35119,Georgia
2009.0,44 years,44.0,172.0,2.29913,Georgia
2009.0,45 years,45.0,105.0,,Georgia
2009.0,46 years,46.0,59.0,,Georgia
2009.0,47 years,47.0,31.0,,Georgia
2009.0,49 years,49.0,10.0,,Georgia
2009.0,15 years,15.0,50.0,5.9011,Hawaii
2009.0,16 years,16.0,126.0,15.00536,Hawaii
2009.0,17 years,17.0,245.0,29.74384,Hawaii
2009.0,18 years,18.0,450.0,53.82775,Hawaii
2009.0,19 years,19.0,676.0,81.56371,Hawaii
2009.0,20 years,20.0,794.0,97.01857,Hawaii
2009.0,21 years,21.0,779.0,93.94597,Hawaii
2009.0,22 years,22.0,947.0,109.97561,Hawaii
2009.0,23 years,23.0,929.0,102.33532,Hawaii
2009.0,24 years,24.0,941.0,104.00088,Hawaii
2009.0,25 years,25.0,989.0,108.50247,Hawaii
2009.0,26 years,26.0,1066.0,108.60927,Hawaii
2009.0,27 years,27.0,1111.0,116.77528,Hawaii
2009.0,28 years,28.0,1061.0,116.007,Hawaii
2009.0,29 years,29.0,1047.0,111.96663,Hawaii
2009.0,30 years,30.0,991.0,110.87492,Hawaii
2009.0,31 years,31.0,1020.0,124.86228,Hawaii
2009.0,32 years,32.0,884.0,106.57022,Hawaii
2009.0,33 years,33.0,789.0,93.04245,Hawaii
2009.0,34 years,34.0,724.0,91.04628,Hawaii
2009.0,35 years,35.0,713.0,87.2705,Hawaii
2009.0,36 years,36.0,599.0,71.90876,Hawaii
2009.0,37 years,37.0,480.0,56.56375,Hawaii
2009.0,38 years,38.0,467.0,51.8716,Hawaii
2009.0,39 years,39.0,345.0,36.61254,Hawaii
2009.0,40 years,40.0,233.0,26.72938,Hawaii
2009.0,41 years,41.0,177.0,19.9594,Hawaii
2009.0,42 years,42.0,110.0,13.28823,Hawaii
2009.0,43 years,43.0,59.0,6.64265,Hawaii
2009.0,44 years,44.0,33.0,3.5313,Hawaii
2009.0,45 years,45.0,19.0,,Hawaii
2009.0,14 years,14.0,14.0,,Idaho
2009.0,15 years,15.0,59.0,5.34662,Idaho
2009.0,16 years,16.0,152.0,13.62618,Idaho
2009.0,17 years,17.0,340.0,30.39242,Idaho
2009.0,18 years,18.0,579.0,50.14289,Idaho
2009.0,19 years,19.0,908.0,76.30893,Idaho
2009.0,20 years,20.0,1149.0,100.58654,Idaho
2009.0,21 years,21.0,1232.0,114.82897,Idaho
2009.0,22 years,22.0,1364.0,130.76407,Idaho
2009.0,23 years,23.0,1498.0,144.41338,Idaho
2009.0,24 years,24.0,1531.0,147.08425,Idaho
2009.0,25 years,25.0,1523.0,149.72473,Idaho
2009.0,26 years,26.0,1585.0,149.50009,Idaho
2009.0,27 years,27.0,1516.0,142.41428,Idaho
2009.0,28 years,28.0,1525.0,150.66192,Idaho
2009.0,29 years,29.0,1383.0,127.9016,Idaho
2009.0,30 years,30.0,1276.0,123.71534,Idaho
2009.0,31 years,31.0,1156.0,124.663,Idaho
2009.0,32 years,32.0,975.0,93.82217,Idaho
2009.0,33 years,33.0,852.0,92.40781,Idaho
2009.0,34 years,34.0,715.0,74.47141,Idaho
2009.0,35 years,35.0,583.0,61.83052,Idaho
2009.0,36 years,36.0,496.0,53.94236,Idaho
2009.0,37 years,37.0,365.0,39.22201,Idaho
2009.0,38 years,38.0,331.0,32.47964,Idaho
2009.0,39 years,39.0,202.0,20.60804,Idaho
2009.0,40 years,40.0,158.0,16.54104,Idaho
2009.0,41 years,41.0,97.0,10.78617,Idaho
2009.0,42 years,42.0,67.0,7.37236,Idaho
2009.0,43 years,43.0,45.0,4.74734,Idaho
2009.0,44 years,44.0,26.0,2.71087,Idaho
2009.0,45 years,45.0,13.0,,Idaho
2009.0,13 years,13.0,28.0,,Illinois
2009.0,14 years,14.0,154.0,,Illinois
2009.0,15 years,15.0,635.0,7.04632,Illinois
2009.0,16 years,16.0,1598.0,17.71894,Illinois
2009.0,17 years,17.0,2812.0,30.88006,Illinois
2009.0,18 years,18.0,4683.0,51.51475,Illinois
2009.0,19 years,19.0,6468.0,72.3409,Illinois
2009.0,20 years,20.0,6897.0,81.06107,Illinois
2009.0,21 years,21.0,6926.0,82.68666,Illinois
2009.0,22 years,22.0,7266.0,86.54327,Illinois
2009.0,23 years,23.0,7348.0,83.16168,Illinois
2009.0,24 years,24.0,7899.0,88.83066,Illinois
2009.0,25 years,25.0,8315.0,93.13292,Illinois
2009.0,26 years,26.0,8920.0,97.33528,Illinois
2009.0,27 years,27.0,9594.0,106.42853,Illinois
2009.0,28 years,28.0,9972.0,105.88685,Illinois
2009.0,29 years,29.0,10685.0,118.37237,Illinois
2009.0,30 years,30.0,10337.0,116.95953,Illinois
2009.0,31 years,31.0,9707.0,114.57473,Illinois
2009.0,32 years,32.0,8995.0,104.48853,Illinois
2009.0,33 years,33.0,7996.0,96.65526,Illinois
2009.0,34 years,34.0,7191.0,84.83554,Illinois
2009.0,35 years,35.0,6184.0,76.08829,Illinois
2009.0,36 years,36.0,5141.0,61.32064,Illinois
2009.0,37 years,37.0,4219.0,48.57465,Illinois
2009.0,38 years,38.0,3429.0,37.57685,Illinois
2009.0,39 years,39.0,2696.0,28.8515,Illinois
2009.0,40 years,40.0,1935.0,22.37926,Illinois
2009.0,41 years,41.0,1273.0,14.79837,Illinois
2009.0,42 years,42.0,740.0,8.6232,Illinois
2009.0,43 years,43.0,507.0,5.75816,Illinois
2009.0,44 years,44.0,290.0,3.07859,Illinois
2009.0,45 years,45.0,148.0,,Illinois
2009.0,46 years,46.0,72.0,,Illinois
2009.0,47 years,47.0,47.0,,Illinois
2009.0,48 years,48.0,26.0,,Illinois
2009.0,50 years and over,,18.0,,Illinois
2009.0,13 years,13.0,22.0,,Indiana
2009.0,14 years,14.0,72.0,,Indiana
2009.0,15 years,15.0,317.0,7.07605,Indiana
2009.0,16 years,16.0,844.0,18.77182,Indiana
2009.0,17 years,17.0,1580.0,34.64456,Indiana
2009.0,18 years,18.0,2794.0,58.37007,Indiana
2009.0,19 years,19.0,3992.0,79.67428,Indiana
2009.0,20 years,20.0,4591.0,95.92562,Indiana
2009.0,21 years,21.0,4566.0,98.9554,Indiana
2009.0,22 years,22.0,4753.0,108.185,Indiana
2009.0,23 years,23.0,4945.0,116.47353,Indiana
2009.0,24 years,24.0,5140.0,123.25252,Indiana
2009.0,25 years,25.0,5113.0,124.79559,Indiana
2009.0,26 years,26.0,5400.0,129.50883,Indiana
2009.0,27 years,27.0,5407.0,126.58613,Indiana
2009.0,28 years,28.0,5236.0,124.08759,Indiana
2009.0,29 years,29.0,5160.0,120.08937,Indiana
2009.0,30 years,30.0,4653.0,113.60418,Indiana
2009.0,31 years,31.0,4150.0,103.0595,Indiana
2009.0,32 years,32.0,3530.0,89.14817,Indiana
2009.0,33 years,33.0,2969.0,76.32391,Indiana
2009.0,34 years,34.0,2639.0,65.4985,Indiana
2009.0,35 years,35.0,2053.0,51.71285,Indiana
2009.0,36 years,36.0,1769.0,44.41264,Indiana
2009.0,37 years,37.0,1364.0,32.09865,Indiana
2009.0,38 years,38.0,1170.0,26.10092,Indiana
2009.0,39 years,39.0,862.0,19.44507,Indiana
2009.0,40 years,40.0,611.0,14.72041,Indiana
2009.0,41 years,41.0,368.0,8.96184,Indiana
2009.0,42 years,42.0,251.0,5.96341,Indiana
2009.0,43 years,43.0,143.0,3.33186,Indiana
2009.0,44 years,44.0,93.0,2.01928,Indiana
2009.0,45 years,45.0,59.0,,Indiana
2009.0,46 years,46.0,32.0,,Indiana
2009.0,14 years,14.0,24.0,,Iowa
2009.0,15 years,15.0,99.0,4.98389,Iowa
2009.0,16 years,16.0,264.0,12.88182,Iowa
2009.0,17 years,17.0,584.0,28.22483,Iowa
2009.0,18 years,18.0,973.0,44.09299,Iowa
2009.0,19 years,19.0,1501.0,63.58822,Iowa
2009.0,20 years,20.0,1672.0,73.92342,Iowa
2009.0,21 years,21.0,1757.0,80.2723,Iowa
2009.0,22 years,22.0,1946.0,95.60774,Iowa
2009.0,23 years,23.0,2066.0,106.35779,Iowa
2009.0,24 years,24.0,2324.0,118.35404,Iowa
2009.0,25 years,25.0,2455.0,128.89846,Iowa
2009.0,26 years,26.0,2589.0,137.77872,Iowa
2009.0,27 years,27.0,2715.0,132.23261,Iowa
2009.0,28 years,28.0,2721.0,150.63109,Iowa
2009.0,29 years,29.0,2716.0,139.75507,Iowa
2009.0,30 years,30.0,2391.0,132.5682,Iowa
2009.0,31 years,31.0,2163.0,119.68792,Iowa
2009.0,32 years,32.0,1844.0,102.54699,Iowa
2009.0,33 years,33.0,1465.0,86.02971,Iowa
2009.0,34 years,34.0,1226.0,69.66305,Iowa
2009.0,35 years,35.0,1002.0,61.40458,Iowa
2009.0,36 years,36.0,848.0,50.94317,Iowa
2009.0,37 years,37.0,697.0,39.35852,Iowa
2009.0,38 years,38.0,535.0,28.08104,Iowa
2009.0,39 years,39.0,384.0,20.6852,Iowa
2009.0,40 years,40.0,282.0,15.2038,Iowa
2009.0,41 years,41.0,183.0,10.27224,Iowa
2009.0,42 years,42.0,115.0,6.18978,Iowa
2009.0,43 years,43.0,69.0,3.6926,Iowa
2009.0,44 years,44.0,34.0,1.68676,Iowa
2009.0,45 years,45.0,22.0,,Iowa
2009.0,46 years,46.0,15.0,,Iowa
2009.0,14 years,14.0,34.0,,Kansas
2009.0,15 years,15.0,109.0,5.69339,Kansas
2009.0,16 years,16.0,366.0,18.90398,Kansas
2009.0,17 years,17.0,688.0,34.48967,Kansas
2009.0,18 years,18.0,1239.0,63.0406,Kansas
2009.0,19 years,19.0,1831.0,87.10337,Kansas
2009.0,20 years,20.0,2018.0,99.36481,Kansas
2009.0,21 years,21.0,2159.0,109.83923,Kansas
2009.0,22 years,22.0,2210.0,109.79184,Kansas
2009.0,23 years,23.0,2275.0,117.09301,Kansas
2009.0,24 years,24.0,2572.0,131.89067,Kansas
2009.0,25 years,25.0,2539.0,128.29712,Kansas
2009.0,26 years,26.0,2617.0,141.31433,Kansas
2009.0,27 years,27.0,2681.0,129.46062,Kansas
2009.0,28 years,28.0,2516.0,136.89537,Kansas
2009.0,29 years,29.0,2467.0,135.5718,Kansas
2009.0,30 years,30.0,2214.0,124.46593,Kansas
2009.0,31 years,31.0,1945.0,114.90518,Kansas
2009.0,32 years,32.0,1835.0,103.5553,Kansas
2009.0,33 years,33.0,1454.0,86.67144,Kansas
2009.0,34 years,34.0,1367.0,78.27979,Kansas
2009.0,35 years,35.0,1036.0,65.25162,Kansas
2009.0,36 years,36.0,848.0,49.97348,Kansas
2009.0,37 years,37.0,657.0,39.32483,Kansas
2009.0,38 years,38.0,558.0,30.38057,Kansas
2009.0,39 years,39.0,396.0,21.94271,Kansas
2009.0,40 years,40.0,285.0,16.35018,Kansas
2009.0,41 years,41.0,204.0,12.39293,Kansas
2009.0,42 years,42.0,111.0,6.5371,Kansas
2009.0,43 years,43.0,74.0,4.23608,Kansas
2009.0,44 years,44.0,48.0,2.54764,Kansas
2009.0,45 years,45.0,18.0,,Kansas
2009.0,14 years,14.0,68.0,,Kentucky
2009.0,15 years,15.0,254.0,9.26737,Kentucky
2009.0,16 years,16.0,621.0,21.85158,Kentucky
2009.0,17 years,17.0,1205.0,41.58184,Kentucky
2009.0,18 years,18.0,2109.0,71.06992,Kentucky
2009.0,19 years,19.0,3019.0,98.99659,Kentucky
2009.0,20 years,20.0,3391.0,115.37546,Kentucky
2009.0,21 years,21.0,3387.0,118.48043,Kentucky
2009.0,22 years,22.0,3447.0,124.65644,Kentucky
2009.0,23 years,23.0,3540.0,126.61397,Kentucky
2009.0,24 years,24.0,3443.0,124.05866,Kentucky
2009.0,25 years,25.0,3355.0,122.17326,Kentucky
2009.0,26 years,26.0,3498.0,123.0477,Kentucky
2009.0,27 years,27.0,3400.0,120.02683,Kentucky
2009.0,28 years,28.0,3308.0,107.98459,Kentucky
2009.0,29 years,29.0,3162.0,110.56717,Kentucky
2009.0,30 years,30.0,2814.0,102.47633,Kentucky
2009.0,31 years,31.0,2540.0,93.38922,Kentucky
2009.0,32 years,32.0,2212.0,81.41932,Kentucky
2009.0,33 years,33.0,1822.0,68.59681,Kentucky
2009.0,34 years,34.0,1621.0,58.67449,Kentucky
2009.0,35 years,35.0,1366.0,50.77689,Kentucky
2009.0,36 years,36.0,1077.0,39.53599,Kentucky
2009.0,37 years,37.0,814.0,28.33473,Kentucky
2009.0,38 years,38.0,672.0,21.80827,Kentucky
2009.0,39 years,39.0,471.0,15.86981,Kentucky
2009.0,40 years,40.0,371.0,12.7812,Kentucky
2009.0,41 years,41.0,212.0,7.47532,Kentucky
2009.0,42 years,42.0,144.0,4.97616,Kentucky
2009.0,43 years,43.0,95.0,3.20773,Kentucky
2009.0,44 years,44.0,42.0,1.33681,Kentucky
2009.0,45 years,45.0,24.0,,Kentucky
2009.0,46 years,46.0,18.0,,Kentucky
2009.0,13 years,13.0,25.0,,Louisiana
2009.0,14 years,14.0,91.0,,Louisiana
2009.0,15 years,15.0,340.0,11.1024,Louisiana
2009.0,16 years,16.0,740.0,23.33502,Louisiana
2009.0,17 years,17.0,1454.0,45.57565,Louisiana
2009.0,18 years,18.0,2372.0,70.92029,Louisiana
2009.0,19 years,19.0,3507.0,100.27449,Louisiana
2009.0,20 years,20.0,3967.0,117.23853,Louisiana
2009.0,21 years,21.0,4038.0,121.03954,Louisiana
